budget,revenue,original_title,director,genres,production_companies,release_year,budget_adj,revenue_adj
10000000,14000,Cherry 2000,Steve De Jarnatt,Science Fiction,ERP Productions,1987,19190804.3806465,26867.1261329051
17000000,0,Masters of the Universe,Gary Goddard,Action|Fantasy|Science Fiction|Adventure|Thriller,Cannon Group,1987,32624367.4470991,0.0
16000000,0,Radio Days,Woody Allen,Comedy|Drama,Orion Pictures,1987,30705287.0090344,0.0
15000000,35509515,No Way Out,Roger Donaldson,Crime|Drama|Action|Thriller|Mystery,Orion Pictures,1987,28786206.5709698,68145615.6016633
0,49998613,Harry and the Hendersons,William Dear,Comedy|Family|Fantasy,Universal Pictures|Amblin Entertainment,1987,0.0,95951360.138665
12000000,110996879,The Secret of My Success,Herbert Ross,Comedy,Universal Pictures,1987,23028965.2567758,213011939.175129
0,0,Death Wish 4: The Crackdown,J. Lee Thompson,Action|Adventure|Crime,Cannon Group,1987,0.0,0.0
5000000,0,Near Dark,Kathryn Bigelow,Horror|Drama|Thriller,De Laurentiis Entertainment Group|F/M|Near Dark Joint Venture,1987,9595402.19032326,0.0
11000000,168000000,Three Men and a Baby,Leonard Nimoy,Family|Comedy|Drama,Touchstone Pictures|Interscope Communications,1987,21109884.8187111,322405513.594861
0,0,The Hidden,Jack Sholder,Action|Horror|Science Fiction|Thriller,New Line Cinema|Heron Communications|Third Elm Street Venture|Mega Entertainment,1987,0.0,0.0
2000000,0,The Brave Little Toaster,Jerry Rees,Fantasy|Adventure|Animation|Comedy|Family,The Kushner-Locke Company|Hyperion Pictures,1987,3838160.8761293,0.0
0,0,Street Trash,J. Michael Muro,Comedy|Horror,Street Trash Joint Venture,1987,0.0,0.0
3000000,14182492,Prince of Darkness,John Carpenter,Horror,Universal Pictures|Carolco Pictures|Alive Films|Larry Franco Productions,1987,5757241.31419396,27217342.9602084
0,0,Stakeout,John Badham,Action|Comedy|Romance,Touchstone Pictures|Silver Screen Partners II,1987,0.0,0.0
1000000,14564027,Hellraiser,Clive Barker,Horror,Cinemarque Entertainment BV|Film Futures|Rivdel Films,1987,1919080.43806465,27949539.3151454
7200000,2300000,Mio min Mio,Vladimir Grammatikov,Adventure|Drama|Fantasy|Family|Mystery,Gorky Film Studio|Nordisk Tonefilm International,1987,13817379.1540655,4413885.0075487
0,18753438,The Believers,John Schlesinger,Horror|Thriller,Orion Pictures|Orion Pictures Corporation,1987,0.0,35989356.0122583
0,0,The Belly of an Architect,Peter Greenaway,Drama,British Screen|Sacis|Film Four International|Hemdale Group|Mondial,1987,0.0,0.0
0,2585639,House of Games,David Mamet,Crime|Drama|Mystery|Thriller,Filmhaus,1987,0.0,4962049.22479705
0,0,Ironweed,Hector Babenco,Drama,Keith Barish Productions|TAFT Entertainment Pictures|Home Box Office (HBO),1987,0.0,0.0
6500000,54215416,La Bamba,Luis Valdez,Drama|Music,Columbia Pictures Corporation,1987,12474022.8474202,104043744.287137
17000000,10278549,Someone to Watch Over Me,Ridley Scott,Crime|Drama|Romance|Thriller,Columbia Pictures,1987,32624367.4470991,19725362.317589
0,0,Renegade,Enzo Barboni,Action|Adventure|Comedy|Western,CinecittÃ |Paloma Films,1987,0.0,0.0
0,0,Suspect,Peter Yates,Crime|Drama|Thriller,TriStar Pictures,1987,0.0,0.0
0,3587303,Out of Rosenheim,Percy Adlon,Comedy|Drama,Pro-ject Filmproduktion,1987,0.0,6884323.01271064
0,0,The Dead,John Huston,Drama,Zenith Entertainment|Vestron Pictures|Delta film|Channel 4|Liffey Films,1987,0.0,0.0
18000000,18532286,Project X,Jonathan Kaplan,Action|Comedy|Drama|Science Fiction,20th Century Fox,1987,34543447.8851637,35564947.5352194
0,0,Steel Dawn,Lance Hool,Action|Adventure|Science Fiction,Vestron Pictures,1987,0.0,0.0
14000000,57915972,Throw Momma from the Train,Danny DeVito,Crime|Comedy,Orion Pictures,1987,26867126.1329051,111145408.9167
0,80640528,Moonstruck,Norman Jewison,Comedy|Drama|Romance,Metro-Goldwyn-Mayer (MGM),1987,0.0,154755659.800004
12000000,3769990,The Monster Squad,Fred Dekker,Horror|Comedy|Action|Fantasy|Science Fiction,TriStar Pictures|Keith Barish Productions|TAFT Entertainment Pictures|Home Box Office (HBO),1987,23028965.2567758,7234914.06069936
0,0,Ghoulies II,Albert Band,Comedy|Horror,Empire Pictures|Taryn Productions Inc.,1987,0.0,0.0
0,50504655,Eddie Murphy Raw,Robert Townsend,Comedy,Paramount Pictures,1987,0.0,96922495.4417041
0,35114428,Summer School,Carl Reiner,Comedy,Paramount Pictures,1987,0.0,67387411.8686297
0,0,The Fourth Protocol,John Mackenzie,Action|Drama|Thriller,The Rank Organisation,1987,0.0,0.0
0,0,Maurice,James Ivory,Drama|Romance,Merchant Ivory Productions|Film Four International,1987,0.0,0.0
0,0,Red's Dream,John Lasseter,Animation,Pixar Animation Studios,1987,0.0,0.0
1800000,31623833,Can't Buy Me Love,Steve Rash,Drama|Comedy|Romance|Family,Apollo Pictures|Touchstone Pictures|Silver Screen Partners II,1987,3454344.78851637,60688679.2869234
1000000,0,Deliria,Michele Soavi,Horror,Filmirage|DMV Distribuzione,1987,1919080.43806465,0.0
0,0,Date With an Angel,Tom McLoughlin,Comedy|Fantasy|Romance|Science Fiction,De Laurentiis Entertainment Group (DEG),1987,0.0,0.0
0,22642033,Revenge of the Nerds II: Nerds in Paradise,Joe Roth,Comedy,Twentieth Century Fox Film Corporation|Amercent Films|American Entertainment Partners L.P.|Interscope Communications,1987,0.0,43451882.6083143
0,0,Amazon Women on the Moon,Joe Dante|Carl Gottlieb|Peter Horton|John Landis|Robert K. Weiss,Comedy|Science Fiction,Universal Pictures|Westward Productions,1987,0.0,0.0
0,0,The Stepfather,Joseph Ruben,Drama|Horror|Mystery|Thriller,Incorporated Television Company (ITC),1987,0.0,0.0
0,4215859,Hot Pursuit,Steven Lisberger,Comedy,Paramount Pictures|RKO Pictures,1987,0.0,8090572.53653881
0,0,Flowers in the Attic,Jeffrey Bloom,Drama|Horror|Mystery|Thriller,Fries Entertainment Films,1987,0.0,0.0
0,0,Benji the Hunted,Joe Camp,Action|Adventure|Family,Embark Production,1987,0.0,0.0
6000000,42721196,Mannequin,Michael Gottlieb,Fantasy|Comedy|Romance,20th Century Fox|Gladden Entertainment,1987,11514482.6283879,81985411.5343259
0,25205460,Black Widow,Bob Rafelson,Mystery|Thriller,20th Century Fox|American Entertainment Partners L.P.,1987,0.0,48371305.2184211
19000000,0,River's Edge,Tim Hunter,Crime|Drama,Hemdale Film|Island,1987,36462528.3232284,0.0
0,0,Gandahar,RenÃ© Laloux,Animation|Science Fiction|Fantasy|Adventure,Films A2,1987,0.0,0.0
0,0,Cry Freedom,Richard Attenborough,Drama,Universal Pictures,1987,0.0,0.0
0,12396383,Less Than Zero,Marek Kanievska,Drama|Crime|Romance,Twentieth Century Fox Film Corporation|Amercent Films|American Entertainment Partners L.P.,1987,0.0,23789656.1180572
0,0,Escape from Sobibor,Jack Gold,Drama|War|Thriller,Zenith Productions,1987,0.0,0.0
0,0,Wanted: Dead or Alive,Gary Sherman,Action|Thriller|Crime|Drama,New World Pictures,1987,0.0,0.0
0,0,Baby Boom,Charles Shyer,Comedy|Romance|Family,United Artists,1987,0.0,0.0
0,4278150,Best Seller,John Flynn,Action|Crime|Drama|Thriller,Orion Pictures|Hemdale Film,1987,0.0,8210113.97610629
0,0,Prick Up Your Ears,Stephen Frears,Drama,civilhand,1987,0.0,0.0
0,0,Teen Wolf Too,Christopher Leitch,Comedy|Fantasy|Family,Atlantic Entertainment Group,1987,0.0,0.0
3000000,23509382,Ernest Goes to Camp,John R. Cherry III,Comedy|Family,Touchstone Pictures|Silver Screen Partners II,1987,5757241.31419396,45116395.1071892
0,13839404,Hamburger Hill,John Irvin,War|Action|Drama,Paramount Pictures|RKO Pictures,1987,0.0,26558929.4908737
0,7305209,Who's That Girl,James Foley,Comedy|Thriller|Music|Romance,Warner Bros. Pictures|The Guber-Peters Company,1987,0.0,14019283.6878738
0,3685862,Three O'Clock High,Phil Joanou,Comedy,Universal Pictures,1987,0.0,7073465.66160585
0,0,Miami Connection,Y.K. Kim|Woo-sang Park,Action|Crime,Drafthouse Films,1987,0.0,0.0
0,34377585,Like Father Like Son,Rod Daniel,Comedy|Fantasy,TriStar Pictures|Imagine Films Entertainment,1987,0.0,65973350.8814048
250000,154323,"Silent Night, Deadly Night Part 2",Lee Harry,Comedy|Horror,Silent Night Releasing Corporation,1987,479770.109516163,296158.250443451
0,0,The Secret Garden,Alan Grint,TV Movie|Drama|Family,Hallmark Hall of Fame Productions|Rosemont Productions|Viacom Productions,1987,0.0,0.0
0,0,Hope and Glory,John Boorman,Drama|War,Columbia Pictures,1987,0.0,0.0
0,0,The Principal,Christopher Cain,Action|Adventure|Crime|Drama,TriStar Pictures,1987,0.0,0.0
95,0,84 Charing Cross Road,David Hugh Jones,Drama|Romance,Columbia Pictures Corporation|Brooksfilms,1987,182.312641616142,0.0
0,2683519,Hello Mary Lou: Prom Night II,Bruce Pittman,Horror,Simcom Limited|Allarcom Limited|British Columbia Television|CFCN Communications|TBA Film,1987,0.0,5149888.81807482
12000000,56715371,2001: A Space Odyssey,Stanley Kubrick,Science Fiction|Mystery|Adventure,Stanley Kubrick Productions|Metro-Goldwyn-Mayer (MGM),1968,75227563.3792221,355546597.206549
5800000,33395426,Planet of the Apes,Franklin J. Schaffner,Adventure|Science Fiction|Mystery,Twentieth Century Fox Film Corporation|APJAC Productions,1968,36359988.966624,209354710.49926
114000,0,Night of the Living Dead,George A. Romero,Horror,Laurel Group|Off Color Films|Image Ten|Market Square Productions,1968,714661.85210261,0.0
0,0,The Boston Strangler,Richard Fleischer,Crime|Drama|Mystery|Thriller,Twentieth Century Fox Film Corporation,1968,0.0,0.0
0,0,Barbarella,Roger Vadim,Science Fiction,Dino de Laurentiis Cinematografica|Marianne Productions,1968,0.0,0.0
5500000,42300873,Bullitt,Peter Yates,Action|Crime|Drama|Thriller,Solar Productions|Warner Brothers/Seven Arts,1968,34479299.8821434,265182633.716993
0,0,The Love Bug,Robert Stevenson,Comedy|Family|Fantasy,Walt Disney Productions,1968,0.0,0.0
0,0,The Lion in Winter,Anthony Harvey,Drama|History,AVCO Embassy Pictures|Haworth Productions,1968,0.0,0.0
3200000,33395426,Rosemary's Baby,Roman Polanski,Horror|Drama|Mystery,Paramount Pictures|William Castle Productions,1968,20060683.5677925,209354710.49926
0,0,Yellow Submarine,George Dunning,Animation|Fantasy|Music,Apple Corps|King Features Production,1968,0.0,0.0
10000000,16800000,Oliver!,Carol Reed,Drama|Family|Music,Warwick Film Productions|Romulus Films,1968,62689636.1493517,105318588.730911
1800000,6800000,Hang 'em High,Ted Post,Western,Metro-Goldwyn-Mayer (MGM),1968,11284134.5068833,42628952.5815592
7700000,21000000,Where Eagles Dare,Brian G. Hutton,Adventure|Drama|Action|History|War,Metro-Goldwyn-Mayer (MGM)|Winkast Film Productions|Jerry Gershwin Productions|Elliott Kastner Productions,1968,48271019.8350008,131648235.913638
1500000,0,The Party,Blake Edwards,Comedy,Metro-Goldwyn-Mayer (MGM),1968,9403445.42240277,0.0
4300000,0,The Thomas Crown Affair,Norman Jewison,Romance|Crime|Thriller|Drama,United Artists|The Mirisch Corporation|Solar Productions|Simkoe,1968,26956543.5442212,0.0
0,0,The Odd Couple,Gene Saks,Comedy,Paramount Pictures,1968,0.0,0.0
0,38901218,Romeo and Juliet,Franco Zeffirelli,Drama|Romance,Paramount Pictures|Dino de Laurentiis Cinematografica|BHE Films|Verona Produzione,1968,0.0,243870320.218661
0,0,The Devil Rides Out,Terence Fisher,Horror,Hammer Film Productions|Associated British-PathÃ©|Seven Arts Pictures,1968,0.0,0.0
7000000,11000000,The Green Berets,John Wayne,War|Drama,Batjac Productions,1968,43882745.3045462,68958599.7642869
10000000,0,Chitty Chitty Bang Bang,Ken Hughes,Adventure|Fantasy|Comedy|Family,Dramatic Features|Warfield,1968,62689636.1493517,0.0
0,0,The Swimmer,Frank Perry|Sydney Pollack,Drama,Horizon Pictures|Columbia Pictures Corporation|Dover Productions,1968,0.0,0.0
0,0,Blackbeard's Ghost,Robert Stevenson,Fantasy|Comedy|Family,Walt Disney Productions,1968,0.0,0.0
1800000,0,Pretty Poison,Noel Black,Crime|Drama|Romance|Thriller,Twentieth Century Fox Film Corporation,1968,11284134.5068833,0.0
0,0,Funny Girl,William Wyler,Drama|Comedy|Music|Romance,Columbia Pictures Corporation|Rastar Productions,1968,0.0,0.0
0,500000,If....,Lindsay Anderson,Drama,Memorial Enterprises,1968,0.0,3134481.80746758
0,0,The Little Drummer Boy,"Arthur Rankin, Jr.|Jules Bass",Animation,Rankin/Bass Productions,1968,0.0,0.0
275000,0,Faces,John Cassavetes,Drama,Maurice McEndree Productions|Walter Reade Organization Inc.|Faces International Films,1968,1723964.99410717,0.0
0,0,Hell in the Pacific,John Boorman,War,Selmur Productions,1968,0.0,0.0
0,0,"Yours, Mine and Ours",Melville Shavelson,Comedy|Drama|Family,Desilu Productions|Walden Productions,1968,0.0,0.0
0,0,The Devil's Brigade,Andrew V. McLaglen,War|Action,Wolper Pictures,1968,0.0,0.0
0,0,Hellfighters,Andrew V. McLaglen,Action|Adventure|Romance,Universal Pictures,1968,0.0,0.0
0,0,Witchfinder General,Michael Reeves,Drama|Horror|History,Tigon British Film Productions|American International Productions,1968,0.0,0.0
0,3110000,Coogan's Bluff,Don Siegel,Action|Crime|Drama|Thriller,Universal Pictures|Malpaso Productions,1968,0.0,19496476.8424484
0,0,Ice Station Zebra,John Sturges,Action|Drama,Filmways Pictures,1968,0.0,0.0
0,0,Head,Bob Rafelson,Comedy|Fantasy,Raybert Productions,1968,0.0,0.0
950000,814666,Charly,Ralph Nelson,Drama|Romance|Science Fiction,Metro-Goldwyn-Mayer (MGM),1968,5955515.43418842,5107111.51232478
0,0,The Alphabet,David Lynch,Animation,Pensylvania Academy of Fine Arts,1968,0.0,0.0
13000000,47542841,The Godfather: Part II,Francis Ford Coppola,Drama|Crime,Paramount Pictures|The Coppola Company,1974,57489690.5506849,210247939.768493
6000000,30000000,Chinatown,Roman Polanski,Crime|Drama|Mystery|Thriller,Paramount Pictures|Penthouse|Long Road Productions,1974,26533703.3310853,132668516.655426
7000000,97572000,The Man with the Golden Gun,Guy Hamilton,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,1974,30955987.2195995,431491083.570109
2800000,86273333,Young Frankenstein,Mel Brooks,Comedy|Science Fiction,Crossbow Productions|Gruskoff/Venture Films|Jouer Limited,1974,12382394.8878398,381525170.534322
85000,30859000,The Texas Chain Saw Massacre,Tobe Hooper,Horror|Thriller,Vortex,1974,375894.130523709,136467258.51566
60000,0,Dark Star,John Carpenter,Comedy|Science Fiction,University of Southern California|Jack H. Harris Enterprises,1974,265337.033310853,0.0
1600000,4420000,The Conversation,Francis Ford Coppola,Crime|Drama|Mystery,Paramount Pictures|The Coppola Company|The Directors Company,1974,7075654.22162275,19546494.7872328
0,0,Herbie Rides Again,Robert Stevenson,Romance|Comedy|Family|Fantasy,Walt Disney Pictures,1974,0.0,0.0
0,27634716,Murder on the Orient Express,Sidney Lumet,Drama|Thriller|Mystery,Paramount Pictures|EMI Films Ltd.|G.W. Films,1974,0.0,122208559.330466
2600000,119500000,Blazing Saddles,Mel Brooks,Comedy|Western,Crossbow Productions,1974,11497938.1101369,528462924.677449
0,0,The Four Musketeers,Richard Lester,Action|Adventure|Comedy|Drama,Film Trust S.A.|Este Films,1974,0.0,0.0
3000000,47000000,Airport 1975,Jack Smight,Action|Adventure|Drama|Thriller,Universal Pictures,1974,13266851.6655426,207847342.760168
3000000,12800000,The Sugarland Express,Steven Spielberg,Action|Crime|Drama,Universal Pictures|Zanuck/Brown Productions,1974,13266851.6655426,56605233.772982
0,0,Il portiere di notte,Liliana Cavani,Drama,Ital-Noleggio Cinematografico|Lotar Film Productions,1974,0.0,0.0
6500000,26533200,The Great Gatsby,Jack Clayton,Drama|Romance,Paramount Pictures,1974,28744845.2753424,117337342.870725
500000,0,Foxy Brown,Jack Hill ,Thriller|Action|Crime,American International Pictures (AIP),1974,2211141.94425711,0.0
200000,0,Deranged,Jeff Gillen|Alan Ormsby,Crime|Horror|Thriller,Karr International Pictures,1974,884456.777702844,0.0
0,0,Black Christmas,Bob Clark,Horror|Mystery|Thriller,Film Funding Ltd. of Canada|Canadian Film Development Corporation (CFDC)|Vision IV|Famous Players|August Films,1974,0.0,0.0
0,21700000,Thunderbolt and Lightfoot,Michael Cimino,Action|Adventure|Comedy|Crime,"Malpaso Productions|Malpaso Company, The",1974,0.0,95963560.3807586
25000,0,Female Trouble,John Waters,Comedy|Crime,Dreamland,1974,110557.097212855,0.0
0,0,Phantom of the Paradise,Brian De Palma,Comedy|Fantasy|Horror|Music|Thriller,Twentieth Century Fox Film Corporation|Harbor Productions,1974,0.0,0.0
0,0,The Taking of Pelham One Two Three,Joseph Sargent,Action|Adventure|Crime|Thriller,Palladium Productions|Palomar Pictures,1974,0.0,0.0
0,0,Alice Doesn't Live Here Anymore,Martin Scorsese,Drama|Romance,Warner Bros.,1974,0.0,0.0
3000000,22000000,Death Wish,Michael Winner,Action|Crime|Drama|Thriller,Paramount Pictures,1974,13266851.6655426,97290245.5473129
0,0,The Parallax View,Alan J. Pakula,Crime|Drama|Thriller,Doubleday Productions|Gus|Harbor Productions,1974,0.0,0.0
4000000,0,The Front Page,Billy Wilder,Comedy,Universal Studios,1974,17689135.5540568,0.0
0,0,It's Alive,Larry Cohen,Horror,Warner Bros.|Larco Productions,1974,0.0,0.0
14000000,116000000,The Towering Inferno,John Guillermin,Action|Thriller,Twentieth Century Fox Film Corporation|Warner Bros.|Irwin Allen Productions|United Films,1974,61911974.4391991,512984931.067649
0,0,Gone in 60 Seconds,H.B. Halicki|Steve Peterson,Action|Crime|Drama|Thriller,Halicki Productions,1974,0.0,0.0
0,0,Zardoz,John Boorman,Fantasy|Action|Thriller|Science Fiction,John Boorman Productions,1974,0.0,0.0
0,0,The Year Without a Santa Claus,"Jules Bass|Arthur Rankin, Jr.",Animation|Family,Rankin/Bass Productions,1974,0.0,0.0
1500000,0,Bring Me the Head of Alfredo Garcia,Sam Peckinpah,Action|Crime|Drama|Thriller|Western,Estudios Churubusco Azteca S.A.|Optimus Films,1974,6633425.83277133,0.0
7000000,79666653,Earthquake,Mark Robson,Action|Drama|Thriller,Universal Pictures|The Filmakers Group,1974,30955987.2195995,352308556.013753
0,43008075,The Longest Yard,Robert Aldrich,Crime|Comedy|Drama,Paramount Pictures,1974,0.0,190193917.148511
0,0,Phase IV,Saul Bass,Thriller|Horror|Science Fiction,Paramount Pictures|Alced Productions,1974,0.0,0.0
0,0,The Odessa File,Ronald Neame,Drama|Thriller,John Woolf Productions,1974,0.0,0.0
0,0,The Count of Monte-Cristo,David Greene,Action|Adventure|Drama|History|TV Movie,Norman Rosemont Productions|Incorporated Television Company (ITC),1974,0.0,0.0
0,0,Lenny,Bob Fosse,Drama,Marvin Worth Productions,1974,0.0,0.0
0,0,Madhouse,Jim Clark,Crime|Horror|Mystery|Thriller,Amicus Productions|American International Pictures (AIP),1974,0.0,0.0
0,0,A Woman Under the Influence,John Cassavetes,Drama,Faces International Films,1974,0.0,0.0
700000,0,Flesh Gordon,Michael Benveniste|Howard Ziehm,Comedy|Science Fiction,Graffiti Productions,1974,3095598.72195995,0.0
400000,0,Captain Kronos: Vampire Hunter,Brian Clemens,Adventure|Horror,Hammer Film Productions,1974,1768913.55540568,0.0
0,0,Where the Red Fern Grows,Norman Tokar,Drama|Family,Doty-Dayton Production,1974,0.0,0.0
0,30000,Hearts and Minds,Peter Davis,Documentary|War,BBS Productions,1974,0.0,132668.516655426
3000000,108981275,One Flew Over the Cuckoo's Nest,MiloÅ¡ Forman,Drama,Fantasy Films|Warner Bros.,1975,12155463.5161866,441572637.403333
7000000,470654000,Jaws,Steven Spielberg,Horror|Thriller|Adventure,Universal Pictures|Zanuck/Brown Productions,1975,28362748.2044354,1907005841.91576
400000,5028948,Monty Python and the Holy Grail,Terry Gilliam|Terry Jones,Adventure|Comedy|Fantasy,Python (Monty) Pictures Limited|Michael White Productions|National Film Trustee Company|Twickenham Film Studios,1975,1620728.46882488,20376397.9795998
1200000,112892319,The Rocky Horror Picture Show,Jim Sharman,Comedy|Horror|Music|Science Fiction,20th Century Fox,1975,4862185.40647464,457419488.2874
11000000,20000000,Barry Lyndon,Stanley Kubrick,Drama|Romance|War,Hawk Films|Warner Bros.|Peregrine,1975,44570032.8926842,81036423.4412441
5000000,41833347,The Return of the Pink Panther,Blake Edwards,Comedy,United Artists|Jewel Productions|Pimlico Films|Incorporated Television Company (ITC),1975,20259105.860311,169501241.072824
0,0,The Man Who Would Be King,John Huston,Adventure|Drama,Persky-Bright Productions|Devon,1975,0.0,0.0
0,0,The Story of O,Just Jaeckin,Drama,Terra-Filmkunst GmbH|S.N. Prodis,1975,0.0,0.0
0,27476252,Three Days of the Condor,Sydney Pollack,Action|Thriller|Mystery,Paramount Pictures|Wildwood Enterprises|Dino De Laurentiis Company|Tom Ward Enterprises,1975,0.0,111328859.582516
0,0,Ilsa: She Wolf of the SS,Don Edmonds,Thriller|Horror|War,Aeteas Filmproduktions,1975,0.0,0.0
0,0,A Boy and His Dog,L.Q. Jones,Drama|Science Fiction|Comedy,LQ/JAF,1975,0.0,0.0
300000,0,Death Race 2000,Paul Bartel,Action|Comedy|Science Fiction,New World Pictures,1975,1215546.35161866,0.0
0,0,Love and Death,Woody Allen,Comedy|History,United Artists,1975,0.0,0.0
0,20000000,Escape to Witch Mountain,John Hough,Adventure|Fantasy|Science Fiction|Family,Walt Disney Productions,1975,0.0,81036423.4412441
0,0,Black Moon,Louis Malle,Fantasy|Science Fiction,Bioskop-Film GmbH|Nouvelles Ã‰ditions de Films (NEF),1975,0.0,0.0
0,0,Picnic at Hanging Rock,Peter Weir,Thriller|Drama|Mystery,The Australian Film Commission|McElroy & McElroy|Picnic Productions Pty. Ltd.|British Empire Films Australia,1975,0.0,0.0
0,12484444,French Connection II,John Frankenheimer,Action|Crime|Drama|Thriller,20th Century Fox,1975,0.0,50584734.5206249
2700000,5000000,Hard Times,Walter Hill,Drama,Columbia Pictures Corporation,1975,10939917.1645679,20259105.860311
5000000,34251525,Tommy,Ken Russell,Drama|Music,Columbia Pictures|Hemdale Film|Robert Stigwood Organization (RSO),1975,20259105.860311,138781054.170417
0,0,Breakheart Pass,Tom Gries,Thriller|Western|Mystery,Jerry Gershwin Productions|Elliott Kastner Productions,1975,0.0,0.0
2200000,0,Nashville,Robert Altman,Music|Drama,Paramount Pictures|American Broadcasting Company (ABC)|ABC Entertainment,1975,8914006.57853685,0.0
0,0,The Stepford Wives,Bryan Forbes,Horror|Mystery|Science Fiction,Palomar Pictures|Fadsin Cinema Associates,1975,0.0,0.0
1500000,0,The Land That Time Forgot,Kevin Connor,Adventure|Fantasy|Science Fiction,British Lion Film Corporation|Amicus Productions|Edgar Rice Burroughs Inc.|Land Associates,1975,6077731.75809331,0.0
0,0,The Adventure of Sherlock Holmes' Smarter Brother,Gene Wilder,Comedy|Crime|Mystery,Twentieth Century Fox Film Corporation,1975,0.0,0.0
1800000,46665856,Dog Day Afternoon,Sidney Lumet,Crime|Drama|Thriller,Artists Entertainment Complex|Warner Bros.,1975,7293278.10971197,189081703.353206
0,14200000,The Eiger Sanction,Clint Eastwood,Action|Adventure|Crime|Drama|Mystery,Universal Pictures|Malpaso Productions|Jennings Lang,1975,0.0,57535860.6432833
179000,0,Shivers,David Cronenberg,Horror|Science Fiction,Canadian Film Development Corporation (CFDC)|CinÃ©pix|DAL Productions,1975,725275.989799135,0.0
0,0,Bug,Jeannot Szwarc,Science Fiction|Horror|Mystery,Paramount Pictures|William Castle Productions,1975,0.0,0.0
0,0,The Sunshine Boys,Herbert Ross,Comedy,Metro-Goldwyn-Mayer (MGM),1975,0.0,0.0
0,30000000,Rollerball,Norman Jewison,Adventure|Action|Science Fiction,Algonquin,1975,0.0,121554635.161866
15000000,0,The Hindenburg,Robert Wise,History|Drama|Thriller,Universal Pictures|The Filmakers Group,1975,60777317.5809331,0.0
0,0,Professione: reporter,Michelangelo Antonioni,Thriller|Drama,Les Films Concordia|CIPI Cinematografica S.A.|Compagnia Cinematografica Champion,1975,0.0,0.0
0,0,Shampoo,Hal Ashby,Comedy|Drama|Romance,Columbia Pictures,1975,0.0,0.0
0,0,The Wind and the Lion,John Milius,Action|Adventure|Drama|History,Metro-Goldwyn-Mayer (MGM),1975,0.0,0.0
0,8022000,Rooster Cogburn,Stuart Millar,Western,Universal Pictures|Hal Wallis Productions,1975,0.0,32503709.442283
0,0,Race with the Devil,Jack Starrett,Horror|Action|Thriller,Twentieth Century Fox Film Corporation|Saber Productions,1975,0.0,0.0
0,0,The Apple Dumpling Gang,Norman Tokar,Comedy|Family,Walt Disney Productions,1975,0.0,0.0
0,0,Grey Gardens,Ellen Hovde|Muffie Meyer|Albert Maysles|David Maysles,Documentary,Portrait Films,1975,0.0,0.0
0,0,Night Moves,Arthur Penn,Mystery|Thriller,Warner Bros.|Layton Productions|Hiller Productions,1975,0.0,0.0
0,0,Trilogy of Terror,Dan Curtis,Horror|Thriller,ABC Circle Films|Dan Curtis Productions,1975,0.0,0.0
0,0,Boss Nigger,Jack Arnold,Action|Crime|Western,Dimension Pictures,1975,0.0,0.0
0,0,Coonskin,Ralph Bakshi,Action|Animation|Comedy|Crime|Drama,Paramount Pictures|Bakshi Productions|Albert S. Ruddy Productions,1975,0.0,0.0
1100000,59600000,Dr. No,Terence Young,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM),1962,7929293.766638,429623553.174204
15000000,70000000,Lawrence of Arabia,David Lean,Adventure|Drama|History|War,Horizon Pictures (II),1962,108126733.181427,504591421.513327
2000000,0,Lolita,Stanley Kubrick,Drama|Romance,Seven Arts Productions|Allied Artists|Transworld Pictures,1962,14416897.7575236,0.0
2000000,13129846,To Kill a Mockingbird,Robert Mulligan,Crime|Drama,Universal Pictures,1962,14416897.7575236,94645823.6770153
2200000,0,The Manchurian Candidate,John Frankenheimer,Mystery|Thriller,MC Productions,1962,15858587.533276,0.0
0,0,Hatari!,Howard Hawks,Action|Adventure|Comedy,Paramount Pictures|Malabar,1962,0.0,0.0
0,0,Cape Fear,J. Lee Thompson,Drama|Thriller,Melville-Talbot Productions,1962,0.0,0.0
15000000,50000000,How the West Was Won,John Ford|Henry Hathaway|George Marshall|Richard Thorpe,Western|Action|Adventure|Drama,Metro-Goldwyn-Mayer (MGM),1962,108126733.181427,360422443.938091
0,0,Mutiny on the Bounty,Lewis Milestone,Adventure|Drama|History|Romance,Metro-Goldwyn-Mayer (MGM)|Arcola Pictures,1962,0.0,0.0
3200000,8000000,The Man Who Shot Liberty Valance,John Ford,Western,Paramount Pictures|John Ford Productions,1962,23067036.4120378,57667591.0300945
0,0,Experiment in Terror,Blake Edwards,Crime|Thriller,Columbia Pictures Corporation|Geoffrey-Kate Productions,1962,0.0,0.0
0,0,The Loneliness of the Long Distance Runner,Tony Richardson,Drama,Woodfall Film Productions|British Lion-Columbia Distributors,1962,0.0,0.0
0,8000000,The Music Man,Morton DaCosta,Comedy|Music|Family,Warner Bros.,1962,0.0,57667591.0300945
0,0,Captain Clegg,Peter Graham Scott,Adventure|Drama|Horror,Hammer Film Productions,1962,0.0,0.0
980000,0,What Ever Happened to Baby Jane?,Robert Aldrich,Drama|Thriller,"Seven Arts Productions|Warner Bros.|Associates & Aldrich Company, The",1962,7064279.90118658,0.0
0,0,Le procÃ¨s,Orson Welles,Crime|Drama,Hisa-Film,1962,0.0,0.0
